Town,Price,Amount of Rooms,Surface Area,Floor/Floors,Type,Sale/Rent
Tartu,"57 000 € 1 462 €/m²
Kuumakse 263 €",2,39 m²,2/2,Apartment,For Sale
,"339 000 € 3 595 €/m²
Kuumakse 1 561 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"219 000 € 2 391 €/m²
Kuumakse 1 009 €",4,91.6 m²,2/5,Apartment,For Sale
Tallinn,"114 000 € 2 579 €/m²
Kuumakse 525 €",2,44.2 m²,1/5,Apartment,For Sale
Tallinn,"299 000 € 2 431 €/m²
Kuumakse 1 377 €",3,123 m²,1/4,Apartment,For Sale
Tallinn,"164 900 € 3 494 €/m²
Kuumakse 759 €",2,47.2 m²,4/4,Apartment,For Sale
Tallinn,"124 990 € 2 204 €/m²
Kuumakse 576 €",3,56.7 m²,5/5,Apartment,For Sale
Tallinn,"229 900 € 3 575 €/m²
Kuumakse 1 059 €",2,64.3 m²,3/16,Apartment,For Sale
,"35 000 € 519 €/m²
Kuumakse 161 €",N/A,N/A,N/A,Apartment,For Sale
,"73 000 € 1 352 €/m²
Kuumakse 336 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"155 000 € 2 627 €/m²
Kuumakse 714 €",3,59 m²,4/4,Apartment,For Sale
Tallinn,"85 000 € 2 576 €/m²
Kuumakse 391 €",2,33 m²,1/4,Apartment,For Sale
Tallinn,"72 000 € 4 898 €/m²
Kuumakse 332 €",1,14.7 m²,16/17,Apartment,For Sale
Tallinn,"179 110 € 3 885 €/m²
Kuumakse 825 €",2,46.1 m²,1/4,Apartment,For Sale
Pärnu,"48 888 € 1 002 €/m²
Kuumakse 225 €",2,48.8 m²,3/3,Apartment,For Sale
,"43 000 € 686 €/m²
Kuumakse 198 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"185 000 € 4 214 €/m²
Kuumakse 852 €",2,43.9 m²,2/8,Apartment,For Sale
Tapa,"31 000 € 657 €/m²
Kuumakse 143 €",2,47.2 m²,5/5,Apartment,For Sale
Tallinn,"151 000 € 3 545 €/m²
Kuumakse 695 €",2,42.6 m²,7/10,Apartment,For Sale
Tallinn,"137 000 € 2 915 €/m²
Kuumakse 631 €",3,47 m²,5/5,Apartment,For Sale
Tartu,"174 000 € 2 107 €/m²
Kuumakse 801 €",3,82.6 m²,1/4,Apartment,For Sale
Tallinn,"539 000 € 4 556 €/m²
Kuumakse 2 482 €",4,118.3 m²,1/3,Apartment,For Sale
Narva,"35 000 € 738 €/m²
Kuumakse 161 €",2,47.4 m²,2/9,Apartment,For Sale
Tallinn,"210 000 € 4 762 €/m²
Kuumakse 967 €",2,44.1 m²,1/3,Apartment,For Sale
Tallinn,"186 000 € 4 286 €/m²
Kuumakse 857 €",2,43.4 m²,N/A,Apartment,For Sale
Tallinn,"144 000 € 2 975 €/m²
Kuumakse 663 €",3,48.4 m²,3/5,Apartment,For Sale
,"97 770 € 1 765 €/m²
Kuumakse 450 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"90 000 € 2 744 €/m²
Kuumakse 415 €",1,32.8 m²,2/5,Apartment,For Sale
Tallinn,"189 000 € 3 621 €/m²
Kuumakse 870 €",2,52.2 m²,4/4,Apartment,For Sale
,"359 900 € 5 006 €/m²
Kuumakse 1 658 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"204 900 € 2 952 €/m²
Kuumakse 944 €",3,69.4 m²,2/3,Apartment,For Sale
Tallinn,"249 900 € 3 505 €/m²
Kuumakse 1 151 €",3,71.3 m²,3/14,Apartment,For Sale
Tartu,"125 000 € 1 592 €/m²
Kuumakse 576 €",4,78.5 m²,4/6,Apartment,For Sale
Võru,"26 000 € 444 €/m²
Kuumakse 120 €",3,58.5 m²,2/3,Apartment,For Sale
Tartu,"114 000 € 2 714 €/m²
Kuumakse 525 €",2,42 m²,2/2,Apartment,For Sale
Tartu,"95 000 € 3 430 €/m²
Kuumakse 438 €",1,27.7 m²,2/4,Apartment,For Sale
Tallinn,"155 900 € 3 535 €/m²
Kuumakse 718 €",2,44.1 m²,7/8,Apartment,For Sale
Tartu,"171 000 € 2 187 €/m²
Kuumakse 788 €",4,78.2 m²,7/9,Apartment,For Sale
Paide,"145 000 € 594 €/m²
Kuumakse 668 €",6,244.3 m²,N/A,Apartment,For Sale
Tallinn,"365 000 € 2 748 €/m²
Kuumakse 1 681 €",5,132.8 m²,3/4,Apartment,For Sale
Rakvere,"54 000 € 1 184 €/m²
Kuumakse 249 €",2,45.6 m²,N/A,Apartment,For Sale
Tallinn,"172 000 € 2 991 €/m²
Kuumakse 792 €",2,57.5 m²,2/5,Apartment,For Sale
Tallinn,"135 000 € 3 947 €/m²
Kuumakse 622 €",1,34.2 m²,2/2,Apartment,For Sale
Narva,"15 000 € 324 €/m²
Vaatan kuumakset",2,46.3 m²,5/5,Apartment,For Sale
,"24 000 € 436 €/m²
Kuumakse 111 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"45 000 € 1 573 €/m²
Kuumakse 207 €",1,28.6 m²,1/2,Apartment,For Sale
,"7 000 € 297 €/m²
Vaatan kuumakset",N/A,N/A,N/A,Apartment,For Sale
Narva,"225 000 € 3 000 €/m²
Kuumakse 1 036 €",3,75 m²,4/9,Apartment,For Sale
Põlva,"17 900 € 354 €/m²
Vaatan kuumakset",2,50.5 m²,3/4,Apartment,For Sale
Tallinn,"199 000 € 3 139 €/m²
Kuumakse 917 €",3,63.4 m²,7/9,Apartment,For Sale
Tallinn,"265 000 € 4 033 €/m²
Kuumakse 1 220 €",3,65.7 m²,4/4,Apartment,For Sale
Tallinn,"265 000 € 4 033 €/m²
Kuumakse 1 220 €",3,65.7 m²,4/4,Apartment,For Sale
Tallinn,"249 900 € 4 018 €/m²
Kuumakse 1 151 €",3,62.2 m²,2/5,Apartment,For Sale
Tallinn,"205 000 € 3 144 €/m²
Kuumakse 944 €",3,65.2 m²,2/8,Apartment,For Sale
Pärnu,"264 899 € 2 993 €/m²
Kuumakse 1 220 €",3,88.5 m²,8/8,Apartment,For Sale
Tallinn,"29 500 € 2 360 €/m²
Kuumakse 136 €",1,12.5 m²,N/A,Apartment,For Sale
Tallinn,"137 500 € 2 119 €/m²
Kuumakse 633 €",3,64.9 m²,2/9,Apartment,For Sale
Pärnu,"106 000 € 2 880 €/m²
Kuumakse 488 €",1,36.8 m²,1/4,Apartment,For Sale
Pärnu,"143 000 € 3 102 €/m²
Kuumakse 659 €",3,46.1 m²,1/2,Apartment,For Sale
,"55 900 € 559 €/m²
Kuumakse 257 €",N/A,N/A,N/A,Apartment,For Sale
,"349 000 € 4 272 €/m²
Kuumakse 1 607 €",N/A,N/A,N/A,Apartment,For Sale
Tartu,"97 000 € 2 487 €/m²
Kuumakse 447 €",1,39 m²,3/4,Apartment,For Sale
Tallinn,"299 000 € 4 894 €/m²
Kuumakse 1 377 €",3,61.1 m²,4/4,Apartment,For Sale
Viljandi,"199 999 € 2 564 €/m²
Kuumakse 921 €",4,78 m²,N/A,Apartment,For Sale
Pärnu,"175 000 € 3 070 €/m²
Kuumakse 806 €",2,57 m²,1/2,Apartment,For Sale
Tartu,"86 000 € 3 139 €/m²
Kuumakse 396 €",1,27.4 m²,5/5,Apartment,For Sale
Tallinn,"124 000 € 3 851 €/m²
Kuumakse 571 €",1,32.2 m²,1/5,Apartment,For Sale
,"63 000 € 733 €/m²
Kuumakse 290 €",N/A,N/A,N/A,Apartment,For Sale
,"116 900 € 1 322 €/m²
Kuumakse 538 €",N/A,N/A,N/A,Apartment,For Sale
Viljandi,"16 000 € 251 €/m²
Vaatan kuumakset",4,63.7 m²,1/3,Apartment,For Sale
Haapsalu,"26 000 € 1 083 €/m²
Kuumakse 120 €",1,24 m²,2/2,Apartment,For Sale
Tallinn,"185 000 € 4 167 €/m²
Kuumakse 852 €",2,44.4 m²,6/8,Apartment,For Sale
Tallinn,"142 000 € 4 438 €/m²
Kuumakse 654 €",2,32 m²,1/4,Apartment,For Sale
Tallinn,"175 000 € 4 476 €/m²
Kuumakse 806 €",2,39.1 m²,1/3,Apartment,For Sale
Põlva,"26 950 € 704 €/m²
Kuumakse 124 €",2,38.3 m²,1/2,Apartment,For Sale
Pärnu,"113 450 € 3 568 €/m²
Kuumakse 522 €",1,31.8 m²,2/6,Apartment,For Sale
Tallinn,"129 000 € 2 115 €/m²
Kuumakse 594 €",3,61 m²,2/2,Apartment,For Sale
Tallinn,"82 500 € 3 496 €/m²
Kuumakse 380 €",2,23.6 m²,5/5,Apartment,For Sale
Tallinn,"419 900 € 3 817 €/m²
Kuumakse 1 934 €",4,110 m²,2/2,Apartment,For Sale
Tallinn,"105 000 € 2 567 €/m²
Kuumakse 484 €",2,40.9 m²,2/5,Apartment,For Sale
,"45 000 € 895 €/m²
Kuumakse 207 €",N/A,N/A,N/A,Apartment,For Sale
,"195 000 € 2 660 €/m²
Kuumakse 898 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"449 000 € 4 802 €/m²
Kuumakse 2 068 €",4,93.5 m²,4/4,Apartment,For Sale
Tartu,"115 000 € 1 825 €/m²
Kuumakse 530 €",3,63 m²,4/5,Apartment,For Sale
Tallinn,"199 000 € 3 402 €/m²
Kuumakse 917 €",2,58.5 m²,7/8,Apartment,For Sale
Tallinn,"274 900 € 4 971 €/m²
Kuumakse 1 266 €",2,55.3 m²,4/5,Apartment,For Sale
,"57 570 € 1 881 €/m²
Kuumakse 265 €",N/A,N/A,N/A,Apartment,For Sale
,"78 000 € 999 €/m²
Kuumakse 359 €",N/A,N/A,N/A,Apartment,For Sale
,"28 000 € 722 €/m²
Kuumakse 129 €",N/A,N/A,N/A,Apartment,For Sale
Võru,"54 000 € 1 174 €/m²
Kuumakse 249 €",2,46 m²,1/5,Apartment,For Sale
Tallinn,"199 000 € 3 095 €/m²
Kuumakse 917 €",3,64.3 m²,11/12,Apartment,For Sale
Tallinn,"149 900 € 5 635 €/m²
Kuumakse 690 €",1,26.6 m²,2/3,Apartment,For Sale
Tallinn,"314 900 € 4 967 €/m²
Kuumakse 1 450 €",3,63.4 m²,8/16,Apartment,For Sale
Tallinn,"483 000 € 6 000 €/m²
Kuumakse 2 225 €",3,80.5 m²,3/5,Apartment,For Sale
Tartu,"141 000 € 2 536 €/m²
Kuumakse 649 €",2,55.6 m²,1/3,Apartment,For Sale
Tallinn,"86 000 € 2 318 €/m²
Kuumakse 396 €",2,37.1 m²,3/4,Apartment,For Sale
Tallinn,"279 000 € 3 329 €/m²
Kuumakse 1 285 €",3,83.8 m²,4/4,Apartment,For Sale
,"25 000 € 531 €/m²
Kuumakse 115 €",N/A,N/A,N/A,Apartment,For Sale
Tartu,"123 456 € 2 540 €/m²
Kuumakse 569 €",3,48.6 m²,2/5,Apartment,For Sale
Pärnu,"35 499 € 1 310 €/m²
Kuumakse 163 €",1,27.1 m²,3/3,Apartment,For Sale
Tallinn,"398 000 € 4 761 €/m²
Kuumakse 1 833 €",2,83.6 m²,2/2,Apartment,For Sale
Tallinn,"284 000 € 5 820 €/m²
Kuumakse 1 308 €",2,48.8 m²,4/5,Apartment,For Sale
,"173 000 € 2 898 €/m²
Kuumakse 797 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"259 000 € 3 308 €/m²
Kuumakse 1 193 €",4,78.3 m²,5/9,Apartment,For Sale
Pärnu,"93 000 € 1 732 €/m²
Kuumakse 428 €",2,53.7 m²,3/3,Apartment,For Sale
,"29 000 € 580 €/m²
Kuumakse 134 €",N/A,N/A,N/A,Apartment,For Sale
Tartu,"249 000 € 3 468 €/m²
Kuumakse 1 147 €",4,71.8 m²,3/3,Apartment,For Sale
Tallinn,"334 900 € 4 896 €/m²
Kuumakse 1 542 €",3,68.4 m²,6/12,Apartment,For Sale
Tartu,"130 000 € 1 976 €/m²
Kuumakse 599 €",3,65.8 m²,2/5,Apartment,For Sale
,"28 200 € 890 €/m²
Kuumakse 130 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"219 999 € 4 089 €/m²
Kuumakse 1 013 €",2,53.8 m²,5/14,Apartment,For Sale
Haapsalu,"100 000 € 1 389 €/m²
Kuumakse 461 €",4,72 m²,2/5,Apartment,For Sale
Tallinn,"219 000 € 3 278 €/m²
Kuumakse 1 009 €",3,66.8 m²,3/4,Apartment,For Sale
,"14 900 € 162 €/m²
Vaatan kuumakset",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"290 000 € 4 394 €/m²
Kuumakse 1 336 €",3,66 m²,4/5,Apartment,For Sale
Pärnu,"745 000 € 6 512 €/m²
Kuumakse 3 431 €",4,114.4 m²,4/4,Apartment,For Sale
Pärnu,"129 000 € 2 287 €/m²
Kuumakse 594 €",3,56.4 m²,4/5,Apartment,For Sale
Tallinn,"117 000 € 2 432 €/m²
Kuumakse 539 €",2,48.1 m²,2/2,Apartment,For Sale
Tallinn,"399 000 € 3 896 €/m²
Kuumakse 1 838 €",4,102.4 m²,1/3,Apartment,For Sale
Tallinn,"144 900 € 3 981 €/m²
Kuumakse 667 €",2,36.4 m²,4/10,Apartment,For Sale
,"41 500 € 1 075 €/m²
Kuumakse 191 €",N/A,N/A,N/A,Apartment,For Sale
,"65 000 € 991 €/m²
Kuumakse 299 €",N/A,N/A,N/A,Apartment,For Sale
,"59 999 € 602 €/m²
Kuumakse 276 €",N/A,N/A,N/A,Apartment,For Sale
Pärnu,"112 000 € 1 391 €/m²
Kuumakse 516 €",4,80.5 m²,2/2,Apartment,For Sale
Pärnu,"112 000 € 1 391 €/m²
Kuumakse 516 €",4,80.5 m²,2/2,Apartment,For Sale
,"16 000 € 200 €/m²
Vaatan kuumakset",N/A,N/A,N/A,Apartment,For Sale
Pärnu,"147 000 € 3 500 €/m²
Kuumakse 677 €",3,42 m²,2/3,Apartment,For Sale
Tallinn,"409 000 € 5 980 €/m²
Kuumakse 1 884 €",2,68.4 m²,4/9,Apartment,For Sale
,"113 000 € 2 070 €/m²
Kuumakse 520 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"389 600 € 5 789 €/m²
Kuumakse 1 794 €",3,67.3 m²,1/4,Apartment,For Sale
,"59 990 € 836 €/m²
Kuumakse 276 €",N/A,N/A,N/A,Apartment,For Sale
Türi,"278 000 € 5 305 €/m²
Kuumakse 1 280 €",2,52.4 m²,1/3,Apartment,For Sale
Tallinn,"127 900 € 2 920 €/m²
Kuumakse 589 €",2,43.8 m²,2/5,Apartment,For Sale
Tallinn,"599 000 € 4 717 €/m²
Kuumakse 2 759 €",4,127 m²,3/4,Apartment,For Sale
,"314 900 € 4 645 €/m²
Kuumakse 1 450 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"429 900 € 7 118 €/m²
Kuumakse 1 980 €",3,60.4 m²,3/3,Apartment,For Sale
Tallinn,"123 900 € 2 888 €/m²
Kuumakse 571 €",2,42.9 m²,10/12,Apartment,For Sale
Võru,"164 900 € 1 781 €/m²
Kuumakse 759 €",4,92.6 m²,1/2,Apartment,For Sale
Tallinn,"162 900 € 2 514 €/m²
Kuumakse 750 €",4,64.8 m²,9/9,Apartment,For Sale
,"143 400 € 3 621 €/m²
Kuumakse 660 €",N/A,N/A,N/A,Apartment,For Sale
Tartu,"89 900 € 1 314 €/m²
Kuumakse 414 €",3,68.4 m²,5/9,Apartment,For Sale
Tallinn,"99 990 € 2 150 €/m²
Kuumakse 461 €",2,46.5 m²,2/5,Apartment,For Sale
Tallinn,"460 000 € 4 144 €/m²
Kuumakse 2 119 €",4,111 m²,2/4,Apartment,For Sale
Rakvere,"182 900 € 3 053 €/m²
Kuumakse 842 €",3,59.9 m²,4/4,Apartment,For Sale
,"34 900 € 1 064 €/m²
Kuumakse 161 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"104 900 € 3 395 €/m²
Kuumakse 483 €",1,30.9 m²,N/A,Apartment,For Sale
Tallinn,"174 400 € 3 633 €/m²
Kuumakse 803 €",2,48 m²,5/10,Apartment,For Sale
Tallinn,"465 000 € 5 016 €/m²
Kuumakse 2 142 €",3,92.7 m²,1/5,Apartment,For Sale
Pärnu,"107 000 € 1 659 €/m²
Kuumakse 493 €",3,64.5 m²,1/5,Apartment,For Sale
Tallinn,"165 000 € 3 107 €/m²
Kuumakse 760 €",2,53.1 m²,4/5,Apartment,For Sale
,"23 000 € 557 €/m²
Kuumakse 106 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"315 000 € 3 340 €/m²
Kuumakse 1 451 €",5,94.3 m²,2/3,Apartment,For Sale
Tartu,"195 000 € 3 604 €/m²
Kuumakse 898 €",2,54.1 m²,5/7,Apartment,For Sale
,"55 000 € 1 291 €/m²
Kuumakse 253 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"349 000 € 3 583 €/m²
Kuumakse 1 607 €",4,97.4 m²,N/A,Apartment,For Sale
Haapsalu,"58 000 € 1 752 €/m²
Kuumakse 267 €",1,33.1 m²,3/5,Apartment,For Sale
Tartu,"144 500 € 4 530 €/m²
Kuumakse 666 €",1,31.9 m²,1/2,Apartment,For Sale
Tallinn,"239 000 € 2 211 €/m²
Kuumakse 1 101 €",4,108.1 m²,3/4,Apartment,For Sale
Tallinn,"199 900 € 1 777 €/m²
Kuumakse 921 €",4,112.5 m²,3/10,Apartment,For Sale
,"40 000 € 976 €/m²
Kuumakse 184 €",N/A,N/A,N/A,Apartment,For Sale
Rakvere,"90 000 € 1 731 €/m²
Kuumakse 415 €",2,52 m²,1/2,Apartment,For Sale
Viljandi,"64 000 € 1 362 €/m²
Kuumakse 295 €",2,47 m²,2/9,Apartment,For Sale
,"293 000 € 3 379 €/m²
Kuumakse 1 349 €",N/A,N/A,N/A,Apartment,For Sale
Tartu,"186 500 € 2 548 €/m²
Kuumakse 859 €",3,73.2 m²,2/2,Apartment,For Sale
Tartu,"67 000 € 3 045 €/m²
Kuumakse 309 €",1,22 m²,2/2,Apartment,For Sale
,"219 900 € 2 897 €/m²
Kuumakse 1 013 €",N/A,N/A,N/A,Apartment,For Sale
Tartu,"205 000 € 1 918 €/m²
Kuumakse 944 €",6,106.9 m²,2/3,Apartment,For Sale
Viljandi,"8 900 € 154 €/m²
Vaatan kuumakset",3,57.7 m²,3/3,Apartment,For Sale
Viljandi,"60 000 € 1 269 €/m²
Kuumakse 276 €",2,47.3 m²,1/3,Apartment,For Sale
Põlva,"48 000 € 1 106 €/m²
Kuumakse 221 €",2,43.4 m²,1/2,Apartment,For Sale
,"27 500 € 334 €/m²
Kuumakse 127 €",N/A,N/A,N/A,Apartment,For Sale
Narva,"23 000 € 821 €/m²
Kuumakse 106 €",1,28 m²,3/5,Apartment,For Sale
,"54 900 € 631 €/m²
Kuumakse 253 €",N/A,N/A,N/A,Apartment,For Sale
,"158 400 € 4 000 €/m²
Kuumakse 730 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"104 500 € 2 010 €/m²
Kuumakse 481 €",2,52 m²,16/16,Apartment,For Sale
Tallinn,"214 900 € 4 862 €/m²
Kuumakse 990 €",2,44.2 m²,12/16,Apartment,For Sale
Tallinn,"260 000 € 3 509 €/m²
Kuumakse 1 197 €",3,74.1 m²,7/8,Apartment,For Sale
Rakvere,"87 000 € 1 388 €/m²
Kuumakse 401 €",3,62.7 m²,1/5,Apartment,For Sale
Viljandi,"75 000 € 1 943 €/m²
Kuumakse 345 €",2,38.6 m²,2/2,Apartment,For Sale
,"32 000 € 494 €/m²
Kuumakse 147 €",N/A,N/A,N/A,Apartment,For Sale
Tartu,"174 900 € 3 512 €/m²
Kuumakse 806 €",2,49.8 m²,5/6,Apartment,For Sale
Tallinn,"177 500 € 5 346 €/m²
Kuumakse 818 €",1,33.2 m²,2/4,Apartment,For Sale
Tallinn,"269 000 € 4 744 €/m²
Kuumakse 1 239 €",2,56.7 m²,4/5,Apartment,For Sale
Tallinn,"826 000 € 7 516 €/m²
Kuumakse 3 804 €",3,109.9 m²,3/6,Apartment,For Sale
Tallinn,"166 900 € 3 477 €/m²
Kuumakse 769 €",2,48 m²,8/10,Apartment,For Sale
Tallinn,"235 000 € 4 312 €/m²
Kuumakse 1 082 €",2,54.5 m²,3/5,Apartment,For Sale
,"7 000 € 139 €/m²
Vaatan kuumakset",N/A,N/A,N/A,Apartment,For Sale
Paide,"80 000 € 1 026 €/m²
Kuumakse 368 €",4,78 m²,2/4,Apartment,For Sale
Tartu,"77 900 € 2 346 €/m²
Kuumakse 359 €",1,33.2 m²,2/3,Apartment,For Sale
Tallinn,"180 000 € 4 147 €/m²
Kuumakse 829 €",2,43.4 m²,N/A,Apartment,For Sale
Tallinn,"640 000 € 5 750 €/m²
Kuumakse 2 948 €",4,111.3 m²,5/6,Apartment,For Sale
Tallinn,"159 900 € 2 840 €/m²
Kuumakse 736 €",2,56.3 m²,4/5,Apartment,For Sale
,"379 900 € 5 774 €/m²
Kuumakse 1 750 €",N/A,N/A,N/A,Apartment,For Sale
Pärnu,"100 000 € 1 733 €/m²
Kuumakse 461 €",3,57.7 m²,1/5,Apartment,For Sale
Tallinn,"715 900 € 6 103 €/m²
Kuumakse 3 297 €",5,117.3 m²,1/4,Apartment,For Sale
Viljandi,"61 000 € 1 258 €/m²
Kuumakse 281 €",2,48.5 m²,4/5,Apartment,For Sale
Tallinn,"289 000 € 3 900 €/m²
Kuumakse 1 331 €",3,74.1 m²,4/5,Apartment,For Sale
Tallinn,"125 900 € 4 880 €/m²
Kuumakse 580 €",2,25.8 m²,3/3,Apartment,For Sale
Pärnu,"155 000 € 4 799 €/m²
Kuumakse 714 €",1,32.3 m²,4/6,Apartment,For Sale
Pärnu,"59 000 € 551 €/m²
Kuumakse 272 €",4,107 m²,1/2,Apartment,For Sale
Pärnu,"93 076 € 2 380 €/m²
Kuumakse 429 €",2,39.1 m²,4/5,Apartment,For Sale
Tallinn,"335 000 € 5 688 €/m²
Kuumakse 1 543 €",2,58.9 m²,1/2,Apartment,For Sale
Tallinn,"147 900 € 2 754 €/m²
Kuumakse 681 €",3,53.7 m²,4/5,Apartment,For Sale
Võru,"79 900 € 1 352 €/m²
Kuumakse 368 €",3,59.1 m²,2/4,Apartment,For Sale
Pärnu,"129 000 € 2 751 €/m²
Kuumakse 594 €",2,46.9 m²,1/3,Apartment,For Sale
Pärnu,"75 000 € 1 515 €/m²
Kuumakse 345 €",2,49.5 m²,1/3,Apartment,For Sale
Pärnu,"219 000 € 3 967 €/m²
Kuumakse 1 009 €",3,55.2 m²,3/4,Apartment,For Sale
Tartu,"125 000 € 1 584 €/m²
Kuumakse 576 €",3,78.9 m²,2/2,Apartment,For Sale
Tallinn,"145 000 € 2 302 €/m²
Kuumakse 668 €",3,63 m²,1/2,Apartment,For Sale
Tartu,"93 900 € 1 600 €/m²
Kuumakse 432 €",3,58.7 m²,4/5,Apartment,For Sale
Tallinn,"153 890 € 2 368 €/m²
Kuumakse 709 €",4,65 m²,2/10,Apartment,For Sale
Tallinn,"169 000 € 3 250 €/m²
Kuumakse 778 €",2,52 m²,2/4,Apartment,For Sale
Tartu,"59 900 € 1 291 €/m²
Kuumakse 276 €",2,46.4 m²,3/4,Apartment,For Sale
Tallinn,"192 000 € 4 496 €/m²
Kuumakse 884 €",2,42.7 m²,3/8,Apartment,For Sale
Viljandi,"20 000 € 399 €/m²
Vaatan kuumakset",3,50.1 m²,2/3,Apartment,For Sale
,"349 000 € 2 701 €/m²
Kuumakse 1 607 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"205 000 € 2 808 €/m²
Kuumakse 944 €",3,73 m²,2/3,Apartment,For Sale
Tallinn,"107 000 € 2 758 €/m²
Kuumakse 493 €",2,38.8 m²,1/2,Apartment,For Sale
,"120 000 € 2 143 €/m²
Kuumakse 553 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"88 000 € 2 914 €/m²
Kuumakse 405 €",1,30.2 m²,5/5,Apartment,For Sale
,"190 000 € 2 171 €/m²
Kuumakse 875 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"414 500 € 6 205 €/m²
Kuumakse 1 909 €",3,66.8 m²,1/4,Apartment,For Sale
Tallinn,"100 000 € 2 646 €/m²
Kuumakse 461 €",1,37.8 m²,1/9,Apartment,For Sale
Tallinn,"304 900 € 4 662 €/m²
Kuumakse 1 404 €",3,65.4 m²,12/16,Apartment,For Sale
Pärnu,"71 800 € 1 636 €/m²
Kuumakse 331 €",2,43.9 m²,2/3,Apartment,For Sale
Tallinn,"129 000 € 2 154 €/m²
Kuumakse 594 €",4,59.9 m²,1/5,Apartment,For Sale
,"30 000 € 551 €/m²
Kuumakse 138 €",N/A,N/A,N/A,Apartment,For Sale
Võru,"65 000 € 1 360 €/m²
Kuumakse 299 €",3,47.8 m²,2/2,Apartment,For Sale
Tallinn,"149 900 € 4 502 €/m²
Kuumakse 690 €",2,33.3 m²,1/3,Apartment,For Sale
,"339 900 € 4 599 €/m²
Kuumakse 1 565 €",N/A,N/A,N/A,Apartment,For Sale
,"19 000 € 286 €/m²
Vaatan kuumakset",N/A,N/A,N/A,Apartment,For Sale
,"166 900 € 3 828 €/m²
Kuumakse 769 €",N/A,N/A,N/A,Apartment,For Sale
Tallinn,"85 000 € 2 599 €/m²
Kuumakse 391 €",1,32.7 m²,7/9,Apartment,For Sale
Paide,"30 000 € 442 €/m²
Kuumakse 138 €",3,67.8 m²,1/3,Apartment,For Sale
Tartu,"53 400 € 768 €/m²
Kuumakse 246 €",3,69.5 m²,1/2,Apartment,For Sale
Pärnu,"39 500 € 1 110 €/m²
Kuumakse 182 €",1,35.6 m²,3/3,Apartment,For Sale
Tallinn,"274 000 € 3 082 €/m²
Kuumakse 1 262 €",3,88.9 m²,2/6,Apartment,For Sale
Tallinn,"89 000 € 1 787 €/m²
Kuumakse 410 €",2,49.8 m²,1/9,Apartment,For Sale
Tallinn,"247 000 € 3 272 €/m²
Kuumakse 1 138 €",3,75.5 m²,2/3,Apartment,For Sale
Tallinn,"121 000 € 2 671 €/m²
Kuumakse 557 €",2,45.3 m²,3/5,Apartment,For Sale
Tallinn,"610 000 € 6 374 €/m²
Kuumakse 2 809 €",3,95.7 m²,2/6,Apartment,For Sale
Pärnu,"92 150 € 1 782 €/m²
Kuumakse 424 €",3,51.7 m²,2/2,Apartment,For Sale
Pärnu,"119 000 € 2 196 €/m²
Kuumakse 548 €",2,54.2 m²,1/3,Apartment,For Sale
Viljandi,"11 000 € 220 €/m²
Vaatan kuumakset",3,50 m²,3/3,Apartment,For Sale
Pärnu,"111 550 € 3 519 €/m²
Kuumakse 514 €",1,31.7 m²,1/6,Apartment,For Sale
Viljandi,"105 000 € 2 580 €/m²
Kuumakse 484 €",2,40.7 m²,1/4,Apartment,For Sale
Tallinn,"225 000 € 3 853 €/m²
Kuumakse 1 036 €",2,58.4 m²,3/4,Apartment,For Sale
Tartu,"142 000 € 2 444 €/m²
Kuumakse 654 €",2,58.1 m²,1/4,Apartment,For Sale
Tartu,"96 000 € 2 682 €/m²
Kuumakse 442 €",1,35.8 m²,3/5,Apartment,For Sale
Pärnu,"119 000 € 2 975 €/m²
Kuumakse 548 €",2,40 m²,2/2,Apartment,For Sale
Rakvere,"57 900 € 1 153 €/m²
Kuumakse 267 €",3,50.2 m²,1/2,Apartment,For Sale
Tallinn,"123 000 € 3 170 €/m²
Kuumakse 566 €",2,38.8 m²,5/5,Apartment,For Sale
Tallinn,"269 000 € 4 552 €/m²
Kuumakse 1 239 €",3,59.1 m²,1/3,Apartment,For Sale
Võru,"69 000 € 1 769 €/m²
Kuumakse 318 €",2,39 m²,2/4,Apartment,For Sale
Tartu,"169 000 € 2 474 €/m²
Kuumakse 778 €",3,68.3 m²,N/A,Apartment,For Sale
Põlva,"36 000 € 468 €/m²
Kuumakse 166 €",4,76.9 m²,N/A,Apartment,For Sale
